report_date,commodity,country,marketing_year,crop_stage,Beginning Stocks,Production,Imports,Exports,Ending Stocks,Domestic Total 2,Domestic Crush
2021-09-10,soybean,Mexico,2020/21 Est.,out of scope,0.11,0.25,6.0,0.0,0.1,,6.25
2021-09-10,soybean meal,World  2/,2019/20,out of scope,13.92,245.22,61.98,67.68,12.67,240.76,
2021-09-10,soybean meal,World Less China,2019/20,out of scope,13.92,172.75,61.93,66.67,12.67,169.25,
2021-09-10,soybean meal,United States,2019/20,out of scope,0.37,46.36,0.58,12.55,0.31,34.44,
2021-09-10,soybean meal,Total Foreign,2019/20,out of scope,13.56,198.86,61.4,55.13,12.36,206.32,
2021-09-10,soybean meal,Major Exporters  3/,2019/20,out of scope,5.98,72.82,0.03,45.85,5.61,27.37,
2021-09-10,soybean meal,Argentina,2019/20,out of scope,2.06,29.87,0.0,27.46,1.27,3.2,
2021-09-10,soybean meal,Brazil,2019/20,out of scope,3.54,36.23,0.01,17.5,3.78,18.5,
2021-09-10,soybean meal,India,2019/20,out of scope,0.38,6.72,0.02,0.89,0.57,5.67,
2021-09-10,soybean meal,Major Importers  4/,2019/20,out of scope,2.16,22.44,37.06,1.1,1.62,58.95,
2021-09-10,soybean meal,European Union,2019/20,out of scope,0.86,12.32,16.33,0.88,0.33,28.32,
2021-09-10,soybean meal,Mexico,2019/20,out of scope,0.26,4.75,1.82,0.01,0.1,6.73,
2021-09-10,soybean meal,Southeast Asia 5/,2019/20,out of scope,1.01,3.51,17.05,0.21,1.05,20.31,
2021-09-10,soybean meal,China,2019/20,out of scope,0.0,72.47,0.05,1.01,0.0,71.51,
2021-09-10,soybean meal,World  2/,2020/21 Est.,out of scope,12.67,249.75,64.05,69.35,11.43,245.7,
2021-09-10,soybean meal,World Less China,2020/21 Est.,out of scope,12.67,175.31,63.97,68.1,11.43,172.42,
2021-09-10,soybean meal,United States,2020/21 Est.,out of scope,0.31,45.96,0.75,12.79,0.41,33.82,
2021-09-10,soybean meal,Total Foreign,2020/21 Est.,out of scope,12.36,203.8,63.31,56.56,11.02,211.88,
2021-09-10,soybean meal,Major Exporters  3/,2020/21 Est.,out of scope,5.61,75.21,0.46,47.3,5.51,28.47,
2021-09-10,soybean meal,Argentina,2020/21 Est.,out of scope,1.27,31.45,0.0,28.2,1.2,3.32,
2021-09-10,soybean meal,Brazil,2020/21 Est.,out of scope,3.78,36.24,0.02,17.1,3.83,19.1,
2021-09-10,soybean meal,India,2020/21 Est.,out of scope,0.57,7.52,0.44,2.0,0.48,6.05,
2021-09-10,soybean meal,Major Importers  4/,2020/21 Est.,out of scope,1.62,23.15,37.53,1.23,1.59,59.47,
2021-09-10,soybean meal,European Union,2020/21 Est.,out of scope,0.33,12.73,16.75,0.8,0.41,28.59,
2021-09-10,soybean meal,Mexico,2020/21 Est.,out of scope,0.1,4.9,1.88,0.01,0.12,6.75,
2021-09-10,soybean meal,Southeast Asia 5/,2020/21 Est.,out of scope,1.05,3.75,17.05,0.42,0.91,20.52,
2021-09-10,soybean meal,China,2020/21 Est.,out of scope,0.0,74.45,0.08,1.25,0.0,73.28,
2021-09-10,soybean meal,World  2/,2021/22 Proj.,out of scope,11.43,258.46,65.24,70.58,11.54,253.0,
2021-09-10,soybean meal,World Less China,2021/22 Proj.,out of scope,11.43,180.84,65.18,69.48,11.54,176.43,
2021-09-10,soybean meal,United States,2021/22 Proj.,out of scope,0.41,46.63,0.41,12.88,0.45,34.11,
2021-09-10,soybean meal,Total Foreign,2021/22 Proj.,out of scope,11.02,211.83,64.83,57.7,11.08,218.89,
2021-09-10,soybean meal,Major Exporters  3/,2021/22 Proj.,out of scope,5.51,77.88,0.85,48.2,5.6,30.44,
2021-09-10,soybean meal,Argentina,2021/22 Proj.,out of scope,1.2,33.15,0.0,29.5,1.45,3.4,
2021-09-10,soybean meal,Brazil,2021/22 Proj.,out of scope,3.83,36.97,0.02,17.0,3.82,20.0,
2021-09-10,soybean meal,India,2021/22 Proj.,out of scope,0.48,7.76,0.83,1.7,0.34,7.04,
2021-09-10,soybean meal,Major Importers  4/,2021/22 Proj.,out of scope,1.59,23.37,37.9,1.09,1.7,60.07,
2021-09-10,soybean meal,European Union,2021/22 Proj.,out of scope,0.41,12.57,17.0,0.85,0.54,28.59,
2021-09-10,soybean meal,Mexico,2021/22 Proj.,out of scope,0.12,5.06,1.93,0.01,0.09,7.0,
2021-09-10,soybean meal,Southeast Asia 5/,2021/22 Proj.,out of scope,0.91,3.88,17.17,0.24,0.94,20.79,
2021-09-10,soybean meal,China,2021/22 Proj.,out of scope,0.0,77.62,0.06,1.1,0.0,76.58,
2021-09-10,soybean oil,World  2/,2019/20,out of scope,4.37,58.54,11.39,12.31,4.76,57.23,
2021-09-10,soybean oil,World Less China,2019/20,out of scope,3.87,42.14,10.39,12.15,4.11,40.14,
2021-09-10,soybean oil,United States,2019/20,out of scope,0.81,11.3,0.15,1.29,0.84,10.12,
2021-09-10,soybean oil,Total Foreign,2019/20,out of scope,3.57,47.24,11.25,11.02,3.92,47.11,
2021-09-10,soybean oil,Major Exporters  3/,2019/20,out of scope,1.07,20.33,0.55,8.12,1.41,12.42,
2021-09-10,soybean oil,Argentina,2019/20,out of scope,0.43,7.7,0.0,5.4,0.55,2.18,
2021-09-10,soybean oil,Brazil,2019/20,out of scope,0.32,9.0,0.07,1.16,0.47,7.77,
2021-09-10,soybean oil,European Union,2019/20,out of scope,0.26,2.96,0.48,0.93,0.35,2.43,
2021-09-10,soybean oil,Major Importers  4/,2019/20,out of scope,1.24,19.43,7.04,0.47,1.36,25.88,
2021-09-10,soybean oil,China,2019/20,out of scope,0.5,16.4,1.0,0.16,0.65,17.09,
2021-09-10,soybean oil,India,2019/20,out of scope,0.14,1.51,3.63,0.02,0.15,5.11,
2021-09-10,soybean oil,North Africa 5/,2019/20,out of scope,0.32,1.05,1.79,0.29,0.4,2.47,
2021-09-10,soybean oil,World  2/,2020/21 Est.,out of scope,4.76,59.74,11.67,12.18,4.33,59.66,
2021-09-10,soybean oil,World Less China,2020/21 Est.,out of scope,4.11,42.89,10.47,12.15,3.56,41.76,
2021-09-10,soybean oil,United States,2020/21 Est.,out of scope,0.84,11.33,0.12,0.78,0.84,10.67,
2021-09-10,soybean oil,Total Foreign,2020/21 Est.,out of scope,3.92,48.41,11.55,11.4,3.49,48.99,
2021-09-10,soybean oil,Major Exporters  3/,2020/21 Est.,out of scope,1.41,20.79,0.74,8.98,1.29,12.66,
2021-09-10,soybean oil,Argentina,2020/21 Est.,out of scope,0.55,8.1,0.0,6.05,0.46,2.14,
2021-09-10,soybean oil,Brazil,2020/21 Est.,out of scope,0.47,9.0,0.26,1.35,0.42,7.96,
2021-09-10,soybean oil,European Union,2020/21 Est.,out of scope,0.35,3.06,0.48,0.98,0.4,2.51,
2021-09-10,soybean oil,Major Importers  4/,2020/21 Est.,out of scope,1.36,20.16,6.91,0.19,1.2,27.03,
2021-09-10,soybean oil,China,2020/21 Est.,out of scope,0.65,16.85,1.2,0.03,0.78,17.9,
2021-09-10,soybean oil,India,2020/21 Est.,out of scope,0.15,1.69,3.6,0.02,0.15,5.28,
2021-09-10,soybean oil,North Africa 5/,2020/21 Est.,out of scope,0.4,1.09,1.46,0.15,0.19,2.61,
2021-09-10,soybean oil,World  2/,2021/22 Proj.,out of scope,4.33,61.86,11.81,12.6,3.97,61.43,
2021-09-10,soybean oil,World Less China,2021/22 Proj.,out of scope,3.56,44.3,10.63,12.45,3.17,42.87,
2021-09-10,soybean oil,United States,2021/22 Proj.,out of scope,0.84,11.53,0.2,0.57,0.67,11.34,
2021-09-10,soybean oil,Total Foreign,2021/22 Proj.,out of scope,3.49,50.33,11.6,12.03,3.3,50.09,
2021-09-10,soybean oil,Major Exporters  3/,2021/22 Proj.,out of scope,1.29,21.46,0.53,9.19,1.24,12.85,
2021-09-10,soybean oil,Argentina,2021/22 Proj.,out of scope,0.46,8.55,0.0,6.3,0.5,2.21,
2021-09-10,soybean oil,Brazil,2021/22 Proj.,out of scope,0.42,9.18,0.08,1.3,0.39,7.99,
2021-09-10,soybean oil,European Union,2021/22 Proj.,out of scope,0.4,3.02,0.45,0.95,0.32,2.61,
2021-09-10,soybean oil,Major Importers  4/,2021/22 Proj.,out of scope,1.2,21.15,7.06,0.42,1.21,27.79,
2021-09-10,soybean oil,China,2021/22 Proj.,out of scope,0.78,17.56,1.18,0.15,0.8,18.56,
2021-09-10,soybean oil,India,2021/22 Proj.,out of scope,0.15,1.75,3.63,0.02,0.16,5.35,
2021-09-10,soybean oil,North Africa 5/,2021/22 Proj.,out of scope,0.19,1.22,1.58,0.25,0.17,2.57,
2021-10-12,wheat,World  3/,2019/20,out of scope,280.77,762.33,187.39,194.33,294.79,,
2021-10-12,wheat,World Less China,2019/20,out of scope,142.68,628.73,182.01,193.28,144.77,,
2021-10-12,wheat,United States,2019/20,out of scope,29.39,52.58,2.83,26.37,27.99,,
2021-10-12,wheat,Total Foreign,2019/20,out of scope,251.38,709.75,184.56,167.96,266.8,,
2021-10-12,wheat,Major Exporters  4/,2019/20,out of scope,37.35,308.45,7.55,141.82,31.92,,
2021-10-12,wheat,Argentina,2019/20,out of scope,1.74,19.78,0.01,12.79,2.39,,
2021-10-12,wheat,Australia,2019/20,out of scope,4.44,14.48,0.89,9.14,2.68,,
2021-10-12,wheat,Canada,2019/20,out of scope,6.04,32.67,0.68,24.63,5.5,,
2021-10-12,wheat,European Union  5/,2019/20,out of scope,15.8,138.74,5.55,39.77,12.62,,
2021-10-12,wheat,Russia,2019/20,out of scope,7.78,73.61,0.33,34.49,7.23,,
2021-10-12,wheat,Ukraine,2019/20,out of scope,1.56,29.17,0.09,21.02,1.5,,
2021-10-12,wheat,Major Importers  6/,2019/20,out of scope,178.71,201.29,122.0,13.21,190.88,,
2021-10-12,wheat,Bangladesh,2019/20,out of scope,1.26,1.2,6.8,0.0,1.76,,
2021-10-12,wheat,Brazil,2019/20,out of scope,1.06,5.2,7.03,0.43,0.76,,
2021-10-12,wheat,China,2019/20,out of scope,138.09,133.6,5.38,1.05,150.02,,
2021-10-12,wheat,Japan,2019/20,out of scope,1.08,1.1,5.68,0.29,1.21,,
2021-10-12,wheat,N. Africa  7/,2019/20,out of scope,15.54,18.4,27.74,1.07,14.36,,
2021-10-12,wheat,Nigeria,2019/20,out of scope,0.2,0.06,5.34,0.4,0.3,,
2021-10-12,wheat,Sel. Mideast  8/,2019/20,out of scope,10.76,20.95,17.71,0.78,10.16,,
2021-10-12,wheat,Southeast Asia  9/,2019/20,out of scope,5.95,0.0,26.46,1.13,5.9,,
2021-10-12,wheat,India,2019/20,out of scope,16.99,103.6,0.02,0.51,24.7,,
2021-10-12,wheat,Kazakhstan,2019/20,out of scope,1.71,11.45,0.58,6.99,0.66,,
2021-10-12,wheat,United Kingdom,2019/20,out of scope,1.91,15.6,1.75,1.62,2.44,,
2021-10-12,wheat,World  3/,2020/21 Est.,out of scope,294.79,774.74,194.08,201.31,288.36,,
2021-10-12,wheat,World Less China,2020/21 Est.,out of scope,144.77,640.49,183.46,200.55,144.24,,
2021-10-12,wheat,United States,2020/21 Est.,out of scope,27.99,49.75,2.73,26.99,23.0,,
2021-10-12,wheat,Total Foreign,2020/21 Est.,out of scope,266.8,724.99,191.35,174.33,265.35,,
2021-10-12,wheat,Major Exporters  4/,2020/21 Est.,out of scope,31.92,322.6,6.66,146.49,35.76,,
2021-10-12,wheat,Argentina,2020/21 Est.,out of scope,2.39,17.65,0.01,11.0,2.69,,
2021-10-12,wheat,Australia,2020/21 Est.,out of scope,2.68,33.0,0.2,24.0,3.88,,
2021-10-12,wheat,Canada,2020/21 Est.,out of scope,5.5,35.18,0.55,26.41,5.69,,
2021-10-12,wheat,European Union  5/,2020/21 Est.,out of scope,12.62,126.0,5.38,29.73,10.02,,
2021-10-12,wheat,Russia,2020/21 Est.,out of scope,7.23,85.35,0.4,38.5,11.98,,
2021-10-12,wheat,Ukraine,2020/21 Est.,out of scope,1.5,25.42,0.13,16.85,1.51,,
2021-10-12,wheat,Major Importers  6/,2020/21 Est.,out of scope,190.88,200.99,124.77,12.65,180.55,,
2021-10-12,wheat,Bangladesh,2020/21 Est.,out of scope,1.76,1.18,7.2,0.0,2.14,,
2021-10-12,wheat,Brazil,2020/21 Est.,out of scope,0.76,6.25,6.5,0.95,0.51,,
2021-10-12,wheat,China,2020/21 Est.,out of scope,150.02,134.25,10.62,0.76,144.12,,
2021-10-12,wheat,Japan,2020/21 Est.,out of scope,1.21,0.99,5.49,0.3,1.04,,
2021-10-12,wheat,N. Africa  7/,2020/21 Est.,out of scope,14.36,16.6,28.5,0.8,11.84,,
2021-10-12,wheat,Nigeria,2020/21 Est.,out of scope,0.3,0.06,6.59,0.6,0.79,,
2021-10-12,wheat,Sel. Mideast  8/,2020/21 Est.,out of scope,10.16,20.43,17.54,0.62,9.06,,
2021-10-12,wheat,Southeast Asia  9/,2020/21 Est.,out of scope,5.9,0.0,25.64,1.14,5.53,,
2021-10-12,wheat,India,2020/21 Est.,out of scope,24.7,107.86,0.02,2.5,27.8,,
2021-10-12,wheat,Kazakhstan,2020/21 Est.,out of scope,0.66,14.26,0.8,8.0,1.47,,
2021-10-12,wheat,United Kingdom,2020/21 Est.,out of scope,2.44,9.66,3.22,0.45,1.42,,
2021-10-12,wheat,World  3/,2021/22 Proj.,out of scope,288.36,775.87,198.05,199.63,277.18,,
2021-10-12,wheat,World Less China,2021/22 Proj.,out of scope,144.24,638.97,188.05,198.63,136.16,,
2021-10-12,wheat,United States,2021/22 Proj.,out of scope,23.0,44.79,3.4,23.81,15.79,,
2021-10-12,wheat,Total Foreign,2021/22 Proj.,out of scope,265.35,731.08,194.64,175.81,261.39,,
2021-10-12,wheat,Major Exporters  4/,2021/22 Proj.,out of scope,35.76,317.4,6.8,146.0,33.21,,
2021-10-12,wheat,Argentina,2021/22 Proj.,out of scope,2.69,20.0,0.0,13.5,2.74,,
2021-10-12,wheat,Australia,2021/22 Proj.,out of scope,3.88,31.5,0.2,23.5,4.08,,
2021-10-12,wheat,Canada,2021/22 Proj.,out of scope,5.69,21.0,0.7,15.0,4.49,,
2021-10-12,wheat,European Union  5/,2021/22 Proj.,out of scope,10.02,139.4,5.3,35.5,10.72,,
2021-10-12,wheat,Russia,2021/22 Proj.,out of scope,11.98,72.5,0.5,35.0,9.48,,
2021-10-12,wheat,Ukraine,2021/22 Proj.,out of scope,1.51,33.0,0.1,23.5,1.71,,
2021-10-12,wheat,Major Importers  6/,2021/22 Proj.,out of scope,180.55,207.39,128.8,13.07,177.6,,
2021-10-12,wheat,Bangladesh,2021/22 Proj.,out of scope,2.14,1.13,7.4,0.0,2.22,,
2021-10-12,wheat,Brazil,2021/22 Proj.,out of scope,0.51,7.9,6.5,1.3,1.01,,
2021-10-12,wheat,China,2021/22 Proj.,out of scope,144.12,136.9,10.0,1.0,141.02,,
2021-10-12,wheat,Japan,2021/22 Proj.,out of scope,1.04,1.1,5.6,0.3,1.14,,
2021-10-12,wheat,N. Africa  7/,2021/22 Proj.,out of scope,11.84,21.59,27.8,1.01,12.52,,
2021-10-12,wheat,Nigeria,2021/22 Proj.,out of scope,0.79,0.06,5.8,0.5,0.39,,
2021-10-12,wheat,Sel. Mideast  8/,2021/22 Proj.,out of scope,9.06,18.99,21.05,0.61,9.04,,
2021-10-12,wheat,Southeast Asia  9/,2021/22 Proj.,out of scope,5.53,0.0,25.65,1.16,5.14,,
2021-10-12,wheat,India,2021/22 Proj.,out of scope,27.8,109.52,0.03,4.0,28.85,,
2021-10-12,wheat,Kazakhstan,2021/22 Proj.,out of scope,1.47,12.0,0.8,7.2,1.02,,
2021-10-12,wheat,United Kingdom,2021/22 Proj.,out of scope,1.42,15.0,2.0,0.7,2.02,,
2021-10-12,corn,World  3/,2019/20,out of scope,322.56,1118.62,167.61,172.4,306.09,1135.09,
2021-10-12,corn,World Less China,2019/20,out of scope,112.38,857.85,160.03,172.39,105.57,857.09,
2021-10-12,corn,United States,2019/20,out of scope,56.41,345.96,1.06,45.13,48.76,309.55,
2021-10-12,corn,Total Foreign,2019/20,out of scope,266.15,772.66,166.55,127.27,257.34,825.54,
2021-10-12,corn,Major Exporters  4/,2019/20,out of scope,9.97,219.01,1.73,107.03,13.27,110.4,
2021-10-12,corn,Argentina,2019/20,out of scope,2.37,51.0,0.0,36.25,3.62,13.5,
2021-10-12,corn,Brazil,2019/20,out of scope,5.31,102.0,1.65,35.23,5.23,68.5,
2021-10-12,corn,Russia,2019/20,out of scope,0.38,14.28,0.05,4.07,0.83,9.8,
2021-10-12,corn,South Africa,2019/20,out of scope,1.02,15.84,0.0,2.55,2.12,12.2,
2021-10-12,corn,Ukraine,2019/20,out of scope,0.89,35.89,0.03,28.93,1.48,6.4,
2021-10-12,corn,Major Importers  5/,2019/20,out of scope,22.24,129.3,93.95,7.04,21.01,217.45,
2021-10-12,corn,Egypt,2019/20,out of scope,1.81,6.4,10.43,0.01,1.73,16.9,
2021-10-12,corn,European Union  6/,2019/20,out of scope,7.64,66.74,17.38,5.39,7.58,78.8,
2021-10-12,corn,Japan,2019/20,out of scope,1.45,0.0,15.89,0.0,1.39,15.95,
2021-10-12,corn,Mexico,2019/20,out of scope,5.16,26.66,16.53,1.03,3.52,43.8,
2021-10-12,corn,Southeast Asia  7/,2019/20,out of scope,3.37,29.35,17.26,0.61,3.81,45.55,
2021-10-12,corn,South Korea,2019/20,out of scope,1.84,0.08,11.88,0.0,2.0,11.8,
2021-10-12,corn,Selected Other,2019/20,out of scope,,,,,0.0,,
2021-10-12,corn,Canada,2019/20,out of scope,1.98,13.4,1.84,0.71,2.56,13.96,
2021-10-12,corn,China,2019/20,out of scope,210.18,260.78,7.58,0.01,200.53,278.0,
2021-10-12,corn,World  3/,2020/21 Est.,out of scope,306.09,1115.5,186.42,177.97,289.99,1131.61,
2021-10-12,corn,World Less China,2020/21 Est.,out of scope,105.57,854.83,158.42,177.96,85.8,846.61,
2021-10-12,corn,United States,2020/21 Est.,out of scope,48.76,358.45,0.62,69.92,31.41,306.49,
2021-10-12,corn,Total Foreign,2020/21 Est.,out of scope,257.34,757.06,185.81,108.05,258.58,825.12,
2021-10-12,corn,Major Exporters  4/,2020/21 Est.,out of scope,13.27,197.07,3.58,88.4,11.32,114.2,
2021-10-12,corn,Argentina,2020/21 Est.,out of scope,3.62,50.0,0.01,37.5,2.12,14.0,
2021-10-12,corn,Brazil,2020/21 Est.,out of scope,5.23,86.0,3.5,20.0,4.73,70.0,
2021-10-12,corn,Russia,2020/21 Est.,out of scope,0.83,13.87,0.04,3.9,0.74,10.1,
2021-10-12,corn,South Africa,2020/21 Est.,out of scope,2.12,16.9,0.01,3.2,2.83,13.0,
2021-10-12,corn,Ukraine,2020/21 Est.,out of scope,1.48,30.3,0.02,23.8,0.9,7.1,
2021-10-12,corn,Major Importers  5/,2020/21 Est.,out of scope,21.01,128.72,92.74,4.7,20.68,217.1,
2021-10-12,corn,Egypt,2020/21 Est.,out of scope,1.73,6.4,9.6,0.01,1.32,16.4,
2021-10-12,corn,European Union  6/,2020/21 Est.,out of scope,7.58,64.41,14.2,3.4,6.89,75.9,
2021-10-12,corn,Japan,2020/21 Est.,out of scope,1.39,0.0,15.4,0.0,1.39,15.4,
2021-10-12,corn,Mexico,2020/21 Est.,out of scope,3.52,27.35,16.5,0.7,2.97,43.7,
2021-10-12,corn,Southeast Asia  7/,2020/21 Est.,out of scope,3.81,30.4,20.94,0.59,5.18,49.4,
2021-10-12,corn,South Korea,2020/21 Est.,out of scope,2.0,0.08,11.5,0.0,2.18,11.4,
2021-10-12,corn,Selected Other,2020/21 Est.,out of scope,,,,,0.0,,
2021-10-12,corn,Canada,2020/21 Est.,out of scope,2.56,13.56,1.58,1.52,2.18,14.0,
2021-10-12,corn,China,2020/21 Est.,out of scope,200.53,260.67,28.0,0.01,204.19,285.0,
2021-10-12,corn,World  3/,2021/22 Proj.,out of scope,289.99,1198.22,183.85,201.91,301.74,1186.46,
2021-10-12,corn,World Less China,2021/22 Proj.,out of scope,85.8,925.22,157.85,201.89,92.58,892.46,
2021-10-12,corn,United States,2021/22 Proj.,out of scope,31.41,381.49,0.64,63.5,38.1,311.93,
2021-10-12,corn,Total Foreign,2021/22 Proj.,out of scope,258.58,816.73,183.21,138.41,263.64,874.53,
2021-10-12,corn,Major Exporters  4/,2021/22 Proj.,out of scope,11.32,241.0,1.77,120.2,15.69,118.2,
2021-10-12,corn,Argentina,2021/22 Proj.,out of scope,2.12,53.0,0.01,38.0,2.63,14.5,
2021-10-12,corn,Brazil,2021/22 Proj.,out of scope,4.73,118.0,1.7,43.0,8.43,73.0,
2021-10-12,corn,Russia,2021/22 Proj.,out of scope,0.74,15.0,0.05,4.5,0.39,10.9,
2021-10-12,corn,South Africa,2021/22 Proj.,out of scope,2.83,17.0,0.0,3.2,3.33,13.3,
2021-10-12,corn,Ukraine,2021/22 Proj.,out of scope,0.9,38.0,0.02,31.5,0.91,6.5,
2021-10-12,corn,Major Importers  5/,2021/22 Proj.,out of scope,20.68,130.62,90.9,5.35,18.35,218.5,
2021-10-12,corn,Egypt,2021/22 Proj.,out of scope,1.32,6.4,10.0,0.01,1.32,16.4,
2021-10-12,corn,European Union  6/,2021/22 Proj.,out of scope,6.89,66.3,15.0,4.1,7.29,76.8,
2021-10-12,corn,Japan,2021/22 Proj.,out of scope,1.39,0.01,15.6,0.0,1.15,15.85,
2021-10-12,corn,Mexico,2021/22 Proj.,out of scope,2.97,28.0,17.0,0.7,3.07,44.2,
2021-10-12,corn,Southeast Asia  7/,2021/22 Proj.,out of scope,5.18,29.76,17.3,0.55,2.94,48.75,
2021-10-12,corn,South Korea,2021/22 Proj.,out of scope,2.18,0.08,11.5,0.0,1.95,11.8,
2021-10-12,corn,Canada,2021/22 Proj.,out of scope,2.18,14.0,3.0,1.0,1.98,16.2,
2021-10-12,corn,China,2021/22 Proj.,out of scope,204.19,273.0,26.0,0.02,209.17,294.0,
2021-10-12,soybean,World  2/,2019/20,out of scope,114.1,339.89,164.97,165.06,95.48,,358.4
2021-10-12,soybean,World Less China,2019/20,out of scope,94.64,321.79,66.43,164.97,68.69,,249.2
2021-10-12,soybean,United States,2019/20,out of scope,24.74,96.67,0.42,45.7,14.28,,61.85
2021-10-12,soybean,Total Foreign,2019/20,out of scope,89.36,243.22,164.55,119.36,81.21,,296.56
2021-10-12,soybean,Major Exporters  3/,2019/20,out of scope,61.73,189.54,5.45,110.68,46.99,,99.05
2021-10-12,soybean,Argentina,2019/20,out of scope,28.89,48.8,4.88,10.0,26.65,,45.92
2021-10-12,soybean,Brazil,2019/20,out of scope,32.47,128.5,0.55,92.14,20.0,,49.39
2021-10-12,soybean,Paraguay,2019/20,out of scope,0.35,10.25,0.01,6.62,0.33,,3.66
2021-10-12,soybean,Major Importers  4/,2019/20,out of scope,22.07,21.76,131.88,0.34,29.45,,145.92
2021-10-12,soybean,China,2019/20,out of scope,19.46,18.1,98.53,0.09,26.8,,109.2
2021-10-12,soybean,European Union,2019/20,out of scope,1.52,2.62,14.95,0.23,1.54,,17.32
2021-10-12,soybean,Southeast Asia,2019/20,out of scope,0.74,0.6,9.32,0.02,0.83,,9.81
2021-10-12,soybean,Mexico,2019/20,out of scope,0.18,0.24,5.75,0.0,0.11,,6.05
2021-10-12,soybean,World  2/,2020/21 Est.,out of scope,95.48,365.26,165.85,164.87,99.16,,362.56
2021-10-12,soybean,World Less China,2020/21 Est.,out of scope,68.69,345.66,66.85,164.79,65.44,,250.96
2021-10-12,soybean,United States,2020/21 Est.,out of scope,14.28,114.75,0.54,61.66,6.97,,60.94
2021-10-12,soybean,Total Foreign,2020/21 Est.,out of scope,81.21,250.51,165.31,103.21,92.19,,301.62
2021-10-12,soybean,Major Exporters  3/,2020/21 Est.,out of scope,46.99,194.81,6.03,95.04,52.89,,99.91
2021-10-12,soybean,Argentina,2020/21 Est.,out of scope,26.65,46.2,5.0,5.15,25.75,,46.95
2021-10-12,soybean,Brazil,2020/21 Est.,out of scope,20.0,137.0,1.02,81.65,26.95,,49.42
2021-10-12,soybean,Paraguay,2020/21 Est.,out of scope,0.33,9.9,0.01,6.6,0.17,,3.47
2021-10-12,soybean,Major Importers  4/,2020/21 Est.,out of scope,29.45,23.24,132.73,0.3,35.92,,149.2
2021-10-12,soybean,China,2020/21 Est.,out of scope,26.8,19.6,99.0,0.08,33.72,,111.6
2021-10-12,soybean,European Union,2020/21 Est.,out of scope,1.54,2.57,15.0,0.2,1.09,,17.82
2021-10-12,soybean,Southeast Asia,2020/21 Est.,out of scope,0.83,0.58,9.62,0.02,0.82,,10.19
2021-10-12,soybean,Mexico,2020/21 Est.,out of scope,0.11,0.25,6.0,0.0,0.1,,6.25
2021-10-12,soybean meal,World  2/,2019/20,out of scope,14.82,245.63,62.22,67.72,14.07,240.88,
2021-10-12,soybean meal,World Less China,2019/20,out of scope,14.82,173.16,62.17,66.71,14.07,169.37,
2021-10-12,soybean meal,United States,2019/20,out of scope,0.37,46.36,0.58,12.55,0.31,34.44,
2021-10-12,soybean meal,Total Foreign,2019/20,out of scope,14.46,199.27,61.64,55.17,13.76,206.44,
2021-10-12,soybean meal,Major Exporters  3/,2019/20,out of scope,6.91,73.19,0.03,45.85,6.91,27.37,
2021-10-12,soybean meal,Argentina,2019/20,out of scope,2.99,30.24,0.0,27.46,2.57,3.2,
2021-10-12,soybean meal,Brazil,2019/20,out of scope,3.54,36.23,0.01,17.5,3.78,18.5,
2021-10-12,soybean meal,India,2019/20,out of scope,0.38,6.72,0.02,0.89,0.57,5.67,
2021-10-12,soybean meal,Major Importers  4/,2019/20,out of scope,2.16,22.44,37.28,1.1,1.61,59.18,
2021-10-12,soybean meal,European Union,2019/20,out of scope,0.86,12.32,16.33,0.88,0.33,28.32,
2021-10-12,soybean meal,Mexico,2019/20,out of scope,0.26,4.75,1.82,0.01,0.1,6.73,
2021-10-12,soybean meal,Southeast Asia 5/,2019/20,out of scope,1.0,3.51,17.27,0.21,1.04,20.54,
2021-10-12,soybean meal,China,2019/20,out of scope,0.0,72.47,0.05,1.01,0.0,71.51,
2021-10-12,soybean meal,World  2/,2020/21 Est.,out of scope,14.07,249.02,63.72,68.83,12.44,245.55,
2021-10-12,soybean meal,World Less China,2020/21 Est.,out of scope,14.07,174.57,63.64,67.74,12.44,172.11,
2021-10-12,soybean meal,United States,2020/21 Est.,out of scope,0.31,45.91,0.73,12.61,0.36,33.97,
2021-10-12,soybean meal,Total Foreign,2020/21 Est.,out of scope,13.76,203.11,62.99,56.22,12.08,211.57,
2021-10-12,soybean meal,Major Exporters  3/,2020/21 Est.,out of scope,6.91,74.79,0.45,46.98,6.75,28.42,
2021-10-12,soybean meal,Argentina,2020/21 Est.,out of scope,2.57,30.93,0.0,28.2,1.97,3.33,
2021-10-12,soybean meal,Brazil,2020/21 Est.,out of scope,3.78,36.24,0.01,16.63,4.3,19.1,
2021-10-12,soybean meal,India,2020/21 Est.,out of scope,0.57,7.62,0.44,2.15,0.48,6.0,
2021-10-12,soybean meal,Major Importers  4/,2020/21 Est.,out of scope,1.61,23.09,37.25,1.21,1.36,59.38,
2021-10-12,soybean meal,European Union,2020/21 Est.,out of scope,0.33,12.73,16.65,0.75,0.34,28.62,
2021-10-12,soybean meal,Mexico,2020/21 Est.,out of scope,0.1,4.9,1.9,0.01,0.12,6.78,
2021-10-12,soybean meal,Southeast Asia 5/,2020/21 Est.,out of scope,1.04,3.75,16.85,0.45,0.8,20.39,
2021-10-12,soybean meal,China,2020/21 Est.,out of scope,0.0,74.45,0.08,1.09,0.0,73.44,
2021-10-12,soybean meal,World  2/,2021/22 Proj.,out of scope,12.44,258.13,65.69,70.45,12.44,253.37,
